Customer ID,segment,retention_action
12730.0,1,OFFER_DISCOUNT
12737.0,2,OFFER_DISCOUNT
12741.0,1,OFFER_DISCOUNT
12742.0,1,OFFER_DISCOUNT
12744.0,2,OFFER_DISCOUNT
12745.0,2,OFFER_DISCOUNT
12746.0,1,OFFER_DISCOUNT
12758.0,0,OFFER_DISCOUNT
12760.0,2,OFFER_DISCOUNT
12761.0,2,OFFER_DISCOUNT
12765.0,2,OFFER_DISCOUNT
12771.0,2,OFFER_DISCOUNT
12773.0,1,OFFER_DISCOUNT
12774.0,1,OFFER_DISCOUNT
12776.0,1,OFFER_DISCOUNT
12777.0,2,OFFER_DISCOUNT
12780.0,1,OFFER_DISCOUNT
12784.0,1,OFFER_DISCOUNT
12785.0,1,OFFER_DISCOUNT
12786.0,1,OFFER_DISCOUNT
12788.0,2,OFFER_DISCOUNT
12789.0,1,OFFER_DISCOUNT
12792.0,1,OFFER_DISCOUNT
12796.0,1,OFFER_DISCOUNT
12799.0,1,OFFER_DISCOUNT
12800.0,2,OFFER_DISCOUNT
12801.0,2,OFFER_DISCOUNT
12804.0,2,OFFER_DISCOUNT
12809.0,1,OFFER_DISCOUNT
12810.0,1,OFFER_DISCOUNT
12813.0,2,OFFER_DISCOUNT
12819.0,2,OFFER_DISCOUNT
12821.0,1,OFFER_DISCOUNT
12825.0,1,OFFER_DISCOUNT
12829.0,1,OFFER_DISCOUNT
12831.0,2,OFFER_DISCOUNT
12837.0,1,OFFER_DISCOUNT
12846.0,1,OFFER_DISCOUNT
12848.0,1,OFFER_DISCOUNT
12851.0,2,OFFER_DISCOUNT
12854.0,1,OFFER_DISCOUNT
12859.0,2,OFFER_DISCOUNT
12860.0,1,OFFER_DISCOUNT
12861.0,1,OFFER_DISCOUNT
12864.0,2,OFFER_DISCOUNT
12866.0,2,OFFER_DISCOUNT
12869.0,1,OFFER_DISCOUNT
12875.0,2,OFFER_DISCOUNT
12891.0,2,OFFER_DISCOUNT
12894.0,1,OFFER_DISCOUNT
12896.0,1,OFFER_DISCOUNT
12898.0,2,OFFER_DISCOUNT
12905.0,1,OFFER_DISCOUNT
12911.0,1,OFFER_DISCOUNT
12918.0,1,OFFER_DISCOUNT
12920.0,1,OFFER_DISCOUNT
12925.0,1,OFFER_DISCOUNT
12932.0,1,OFFER_DISCOUNT
12934.0,1,OFFER_DISCOUNT
12937.0,2,OFFER_DISCOUNT
12941.0,1,OFFER_DISCOUNT
12945.0,1,OFFER_DISCOUNT
12948.0,1,OFFER_DISCOUNT
12953.0,1,OFFER_DISCOUNT
12954.0,1,OFFER_DISCOUNT
12956.0,1,OFFER_DISCOUNT
12957.0,1,OFFER_DISCOUNT
12959.0,2,OFFER_DISCOUNT
12969.0,1,OFFER_DISCOUNT
12974.0,1,OFFER_DISCOUNT
12977.0,2,OFFER_DISCOUNT
12979.0,1,OFFER_DISCOUNT
12983.0,1,OFFER_DISCOUNT
12992.0,1,OFFER_DISCOUNT
12998.0,2,OFFER_DISCOUNT
13000.0,1,OFFER_DISCOUNT
13007.0,1,OFFER_DISCOUNT
13009.0,1,OFFER_DISCOUNT
13020.0,1,OFFER_DISCOUNT
13023.0,1,OFFER_DISCOUNT
13024.0,2,OFFER_DISCOUNT
13025.0,1,OFFER_DISCOUNT
13026.0,2,OFFER_DISCOUNT
13036.0,1,OFFER_DISCOUNT
13039.0,1,OFFER_DISCOUNT
13042.0,1,OFFER_DISCOUNT
13044.0,0,OFFER_DISCOUNT
13046.0,2,OFFER_DISCOUNT
13051.0,1,OFFER_DISCOUNT
13053.0,1,OFFER_DISCOUNT
13054.0,1,OFFER_DISCOUNT
13056.0,1,OFFER_DISCOUNT
13057.0,1,OFFER_DISCOUNT
13063.0,2,OFFER_DISCOUNT
13064.0,1,OFFER_DISCOUNT
13070.0,2,OFFER_DISCOUNT
13071.0,1,OFFER_DISCOUNT
13074.0,1,OFFER_DISCOUNT
13076.0,2,OFFER_DISCOUNT
13084.0,2,OFFER_DISCOUNT
13087.0,1,OFFER_DISCOUNT
13091.0,1,OFFER_DISCOUNT
13100.0,1,OFFER_DISCOUNT
13101.0,2,OFFER_DISCOUNT
13109.0,1,OFFER_DISCOUNT
13111.0,1,OFFER_DISCOUNT
13112.0,1,OFFER_DISCOUNT
13114.0,1,OFFER_DISCOUNT
13119.0,1,OFFER_DISCOUNT
13123.0,2,OFFER_DISCOUNT
13125.0,1,OFFER_DISCOUNT
13128.0,1,OFFER_DISCOUNT
13133.0,2,OFFER_DISCOUNT
13135.0,2,OFFER_DISCOUNT
13143.0,1,OFFER_DISCOUNT
13150.0,2,OFFER_DISCOUNT
13151.0,1,OFFER_DISCOUNT
13161.0,2,OFFER_DISCOUNT
13163.0,1,OFFER_DISCOUNT
13164.0,1,OFFER_DISCOUNT
13168.0,1,OFFER_DISCOUNT
13169.0,1,OFFER_DISCOUNT
13175.0,1,OFFER_DISCOUNT
13179.0,1,OFFER_DISCOUNT
13180.0,1,OFFER_DISCOUNT
13187.0,1,OFFER_DISCOUNT
13190.0,1,OFFER_DISCOUNT
13191.0,1,OFFER_DISCOUNT
13192.0,1,OFFER_DISCOUNT
13197.0,1,OFFER_DISCOUNT
13201.0,2,OFFER_DISCOUNT
13204.0,1,OFFER_DISCOUNT
13209.0,1,OFFER_DISCOUNT
13217.0,1,OFFER_DISCOUNT
13219.0,1,OFFER_DISCOUNT
13220.0,1,OFFER_DISCOUNT
13222.0,1,OFFER_DISCOUNT
13231.0,1,OFFER_DISCOUNT
13234.0,1,OFFER_DISCOUNT
13283.0,1,OFFER_DISCOUNT
13285.0,1,OFFER_DISCOUNT
13286.0,1,OFFER_DISCOUNT
13287.0,1,OFFER_DISCOUNT
13289.0,1,OFFER_DISCOUNT
13294.0,1,OFFER_DISCOUNT
13302.0,1,OFFER_DISCOUNT
13307.0,2,OFFER_DISCOUNT
13308.0,1,OFFER_DISCOUNT
13313.0,2,OFFER_DISCOUNT
13315.0,1,OFFER_DISCOUNT
13330.0,2,OFFER_DISCOUNT
13334.0,1,OFFER_DISCOUNT
13335.0,1,OFFER_DISCOUNT
13337.0,1,OFFER_DISCOUNT
13338.0,1,OFFER_DISCOUNT
13342.0,1,OFFER_DISCOUNT
13346.0,2,OFFER_DISCOUNT
13357.0,0,OFFER_DISCOUNT
13361.0,2,OFFER_DISCOUNT
13371.0,2,OFFER_DISCOUNT
13383.0,1,OFFER_DISCOUNT
13388.0,1,OFFER_DISCOUNT
13392.0,1,OFFER_DISCOUNT
13393.0,1,OFFER_DISCOUNT
13399.0,2,OFFER_DISCOUNT
13400.0,1,OFFER_DISCOUNT
13401.0,1,OFFER_DISCOUNT
13405.0,2,OFFER_DISCOUNT
13407.0,1,OFFER_DISCOUNT
13409.0,1,OFFER_DISCOUNT
13412.0,1,OFFER_DISCOUNT
13413.0,1,OFFER_DISCOUNT
13414.0,2,OFFER_DISCOUNT
13415.0,2,OFFER_DISCOUNT
13416.0,1,OFFER_DISCOUNT
13417.0,1,OFFER_DISCOUNT
13425.0,2,OFFER_DISCOUNT
13427.0,2,OFFER_DISCOUNT
13428.0,1,OFFER_DISCOUNT
13432.0,1,OFFER_DISCOUNT
13438.0,1,OFFER_DISCOUNT
13442.0,1,OFFER_DISCOUNT
13445.0,1,OFFER_DISCOUNT
13452.0,2,OFFER_DISCOUNT
13454.0,1,OFFER_DISCOUNT
13457.0,1,OFFER_DISCOUNT
13459.0,1,OFFER_DISCOUNT
13469.0,1,OFFER_DISCOUNT
13472.0,2,OFFER_DISCOUNT
13473.0,1,OFFER_DISCOUNT
13477.0,2,OFFER_DISCOUNT
13478.0,2,OFFER_DISCOUNT
13482.0,1,OFFER_DISCOUNT
13487.0,2,OFFER_DISCOUNT
13490.0,1,OFFER_DISCOUNT
13498.0,1,OFFER_DISCOUNT
13501.0,2,OFFER_DISCOUNT
13503.0,2,OFFER_DISCOUNT
13508.0,1,OFFER_DISCOUNT
13509.0,2,OFFER_DISCOUNT
13511.0,2,OFFER_DISCOUNT
13526.0,1,OFFER_DISCOUNT
13528.0,1,OFFER_DISCOUNT
13530.0,1,OFFER_DISCOUNT
13540.0,2,OFFER_DISCOUNT
13543.0,1,OFFER_DISCOUNT
13548.0,2,OFFER_DISCOUNT
13551.0,1,OFFER_DISCOUNT
13553.0,1,OFFER_DISCOUNT
13559.0,1,OFFER_DISCOUNT
13583.0,1,OFFER_DISCOUNT
13584.0,2,OFFER_DISCOUNT
13585.0,1,OFFER_DISCOUNT
13586.0,1,OFFER_DISCOUNT
13594.0,2,OFFER_DISCOUNT
13595.0,1,OFFER_DISCOUNT
13598.0,2,OFFER_DISCOUNT
13600.0,1,OFFER_DISCOUNT
13604.0,1,OFFER_DISCOUNT
13608.0,1,OFFER_DISCOUNT
13609.0,1,OFFER_DISCOUNT
13612.0,1,OFFER_DISCOUNT
13616.0,1,OFFER_DISCOUNT
13619.0,1,OFFER_DISCOUNT
13620.0,1,OFFER_DISCOUNT
13622.0,1,OFFER_DISCOUNT
13625.0,1,OFFER_DISCOUNT
13627.0,2,OFFER_DISCOUNT
13628.0,1,OFFER_DISCOUNT
13633.0,1,OFFER_DISCOUNT
13640.0,1,OFFER_DISCOUNT
13641.0,1,OFFER_DISCOUNT
13647.0,2,OFFER_DISCOUNT
13653.0,2,OFFER_DISCOUNT
13656.0,2,OFFER_DISCOUNT
13661.0,1,OFFER_DISCOUNT
13664.0,1,OFFER_DISCOUNT
13672.0,1,OFFER_DISCOUNT
13676.0,1,OFFER_DISCOUNT
13679.0,2,OFFER_DISCOUNT
13680.0,0,OFFER_DISCOUNT
13683.0,2,OFFER_DISCOUNT
13688.0,1,OFFER_DISCOUNT
13695.0,1,OFFER_DISCOUNT
13698.0,1,OFFER_DISCOUNT
13699.0,1,OFFER_DISCOUNT
13706.0,1,OFFER_DISCOUNT
13712.0,1,OFFER_DISCOUNT
13714.0,2,OFFER_DISCOUNT
13724.0,1,OFFER_DISCOUNT
13727.0,1,OFFER_DISCOUNT
13734.0,2,OFFER_DISCOUNT
13739.0,1,OFFER_DISCOUNT
13745.0,1,OFFER_DISCOUNT
13749.0,1,OFFER_DISCOUNT
13752.0,1,OFFER_DISCOUNT
13753.0,1,OFFER_DISCOUNT
13757.0,1,OFFER_DISCOUNT
13761.0,2,OFFER_DISCOUNT
13762.0,1,OFFER_DISCOUNT
13764.0,1,OFFER_DISCOUNT
13765.0,1,OFFER_DISCOUNT
13766.0,2,OFFER_DISCOUNT
13768.0,1,OFFER_DISCOUNT
13771.0,1,OFFER_DISCOUNT
13775.0,1,OFFER_DISCOUNT
13778.0,2,OFFER_DISCOUNT
13779.0,1,OFFER_DISCOUNT
13781.0,1,OFFER_DISCOUNT
13783.0,2,OFFER_DISCOUNT
13787.0,2,OFFER_DISCOUNT
13788.0,2,OFFER_DISCOUNT
13793.0,1,OFFER_DISCOUNT
13794.0,1,OFFER_DISCOUNT
13796.0,2,OFFER_DISCOUNT
13813.0,1,OFFER_DISCOUNT
13814.0,1,OFFER_DISCOUNT
13819.0,1,OFFER_DISCOUNT
13825.0,1,OFFER_DISCOUNT
13830.0,1,OFFER_DISCOUNT
13834.0,1,OFFER_DISCOUNT
13835.0,1,OFFER_DISCOUNT
13839.0,2,OFFER_DISCOUNT
13847.0,1,OFFER_DISCOUNT
13852.0,1,OFFER_DISCOUNT
13855.0,2,OFFER_DISCOUNT
13856.0,2,OFFER_DISCOUNT
13859.0,1,OFFER_DISCOUNT
13872.0,1,OFFER_DISCOUNT
13874.0,2,OFFER_DISCOUNT
13877.0,2,OFFER_DISCOUNT
13878.0,1,OFFER_DISCOUNT
13879.0,1,OFFER_DISCOUNT
13892.0,2,OFFER_DISCOUNT
13895.0,2,OFFER_DISCOUNT
13896.0,1,OFFER_DISCOUNT
13902.0,1,OFFER_DISCOUNT
13905.0,1,OFFER_DISCOUNT
13907.0,1,OFFER_DISCOUNT
13913.0,2,OFFER_DISCOUNT
13916.0,2,OFFER_DISCOUNT
13935.0,1,OFFER_DISCOUNT
13942.0,1,OFFER_DISCOUNT
13943.0,1,OFFER_DISCOUNT
13944.0,1,OFFER_DISCOUNT
13965.0,2,OFFER_DISCOUNT
13974.0,1,OFFER_DISCOUNT
13976.0,2,OFFER_DISCOUNT
13989.0,2,OFFER_DISCOUNT
13997.0,1,OFFER_DISCOUNT
14003.0,1,OFFER_DISCOUNT
14006.0,1,OFFER_DISCOUNT
14007.0,1,OFFER_DISCOUNT
14009.0,2,OFFER_DISCOUNT
14010.0,1,OFFER_DISCOUNT
14011.0,2,OFFER_DISCOUNT
14017.0,1,OFFER_DISCOUNT
14018.0,1,OFFER_DISCOUNT
14020.0,2,OFFER_DISCOUNT
14022.0,2,OFFER_DISCOUNT
14025.0,2,OFFER_DISCOUNT
14026.0,2,OFFER_DISCOUNT
14028.0,2,OFFER_DISCOUNT
14033.0,1,OFFER_DISCOUNT
14037.0,2,OFFER_DISCOUNT
14039.0,1,OFFER_DISCOUNT
14042.0,1,OFFER_DISCOUNT
14043.0,2,OFFER_DISCOUNT
14055.0,1,OFFER_DISCOUNT
14058.0,2,OFFER_DISCOUNT
14061.0,2,OFFER_DISCOUNT
14068.0,1,OFFER_DISCOUNT
14069.0,1,OFFER_DISCOUNT
14070.0,1,OFFER_DISCOUNT
14072.0,1,OFFER_DISCOUNT
14074.0,1,OFFER_DISCOUNT
14079.0,1,OFFER_DISCOUNT
14084.0,1,OFFER_DISCOUNT
14086.0,2,OFFER_DISCOUNT
14091.0,1,OFFER_DISCOUNT
14095.0,1,OFFER_DISCOUNT
14097.0,2,OFFER_DISCOUNT
14103.0,1,OFFER_DISCOUNT
14106.0,1,OFFER_DISCOUNT
14108.0,1,OFFER_DISCOUNT
14115.0,2,OFFER_DISCOUNT
14123.0,1,OFFER_DISCOUNT
14128.0,1,OFFER_DISCOUNT
14131.0,1,OFFER_DISCOUNT
14133.0,1,OFFER_DISCOUNT
14137.0,1,OFFER_DISCOUNT
14139.0,2,OFFER_DISCOUNT
14144.0,2,OFFER_DISCOUNT
14145.0,2,OFFER_DISCOUNT
14151.0,1,OFFER_DISCOUNT
14153.0,2,OFFER_DISCOUNT
14160.0,1,OFFER_DISCOUNT
14163.0,2,OFFER_DISCOUNT
14166.0,2,OFFER_DISCOUNT
14167.0,2,OFFER_DISCOUNT
14171.0,1,OFFER_DISCOUNT
14172.0,1,OFFER_DISCOUNT
14173.0,1,OFFER_DISCOUNT
14187.0,2,OFFER_DISCOUNT
14190.0,1,OFFER_DISCOUNT
14200.0,1,OFFER_DISCOUNT
14207.0,1,OFFER_DISCOUNT
14208.0,1,OFFER_DISCOUNT
14220.0,1,OFFER_DISCOUNT
14235.0,2,OFFER_DISCOUNT
14238.0,1,OFFER_DISCOUNT
14241.0,1,OFFER_DISCOUNT
14244.0,1,OFFER_DISCOUNT
14248.0,2,OFFER_DISCOUNT
14253.0,2,OFFER_DISCOUNT
14255.0,1,OFFER_DISCOUNT
14256.0,2,OFFER_DISCOUNT
14260.0,2,OFFER_DISCOUNT
14265.0,2,OFFER_DISCOUNT
14267.0,1,OFFER_DISCOUNT
14268.0,2,OFFER_DISCOUNT
14272.0,1,OFFER_DISCOUNT
14274.0,1,OFFER_DISCOUNT
14279.0,1,OFFER_DISCOUNT
14283.0,2,OFFER_DISCOUNT
14284.0,1,OFFER_DISCOUNT
14285.0,1,OFFER_DISCOUNT
14308.0,1,OFFER_DISCOUNT
14311.0,1,OFFER_DISCOUNT
14313.0,1,OFFER_DISCOUNT
14315.0,1,OFFER_DISCOUNT
14318.0,2,OFFER_DISCOUNT
14320.0,1,OFFER_DISCOUNT
14325.0,1,OFFER_DISCOUNT
14326.0,2,OFFER_DISCOUNT
14330.0,1,OFFER_DISCOUNT
14337.0,1,OFFER_DISCOUNT
14338.0,1,OFFER_DISCOUNT
14347.0,1,OFFER_DISCOUNT
14361.0,1,OFFER_DISCOUNT
14366.0,1,OFFER_DISCOUNT
14369.0,1,OFFER_DISCOUNT
14374.0,1,OFFER_DISCOUNT
14376.0,1,OFFER_DISCOUNT
14378.0,1,OFFER_DISCOUNT
14380.0,1,OFFER_DISCOUNT
14384.0,2,OFFER_DISCOUNT
14391.0,1,OFFER_DISCOUNT
14394.0,1,OFFER_DISCOUNT
14402.0,1,OFFER_DISCOUNT
14403.0,1,OFFER_DISCOUNT
14408.0,2,OFFER_DISCOUNT
14421.0,1,OFFER_DISCOUNT
14427.0,2,OFFER_DISCOUNT
14430.0,1,OFFER_DISCOUNT
14433.0,2,OFFER_DISCOUNT
14435.0,2,OFFER_DISCOUNT
14436.0,1,OFFER_DISCOUNT
14444.0,2,OFFER_DISCOUNT
14445.0,2,OFFER_DISCOUNT
14459.0,1,OFFER_DISCOUNT
14463.0,2,OFFER_DISCOUNT
14464.0,1,OFFER_DISCOUNT
14468.0,1,OFFER_DISCOUNT
14471.0,1,OFFER_DISCOUNT
14472.0,1,OFFER_DISCOUNT
14474.0,1,OFFER_DISCOUNT
14483.0,1,OFFER_DISCOUNT
14486.0,1,OFFER_DISCOUNT
14495.0,1,OFFER_DISCOUNT
14497.0,1,OFFER_DISCOUNT
14509.0,1,OFFER_DISCOUNT
14516.0,1,OFFER_DISCOUNT
14519.0,1,OFFER_DISCOUNT
14521.0,2,OFFER_DISCOUNT
14522.0,1,OFFER_DISCOUNT
14531.0,2,OFFER_DISCOUNT
14537.0,1,OFFER_DISCOUNT
14538.0,1,OFFER_DISCOUNT
14544.0,2,OFFER_DISCOUNT
14545.0,1,OFFER_DISCOUNT
14548.0,2,OFFER_DISCOUNT
14556.0,1,OFFER_DISCOUNT
14558.0,1,OFFER_DISCOUNT
14563.0,2,OFFER_DISCOUNT
14565.0,2,OFFER_DISCOUNT
14574.0,1,OFFER_DISCOUNT
14575.0,2,OFFER_DISCOUNT
14580.0,1,OFFER_DISCOUNT
14581.0,1,OFFER_DISCOUNT
14588.0,1,OFFER_DISCOUNT
14596.0,1,OFFER_DISCOUNT
14598.0,1,OFFER_DISCOUNT
14602.0,1,OFFER_DISCOUNT
14604.0,1,OFFER_DISCOUNT
14607.0,2,OFFER_DISCOUNT
14613.0,1,OFFER_DISCOUNT
14619.0,1,OFFER_DISCOUNT
14621.0,2,OFFER_DISCOUNT
14630.0,2,OFFER_DISCOUNT
14637.0,1,OFFER_DISCOUNT
14643.0,1,OFFER_DISCOUNT
14645.0,1,OFFER_DISCOUNT
14647.0,1,OFFER_DISCOUNT
14650.0,1,OFFER_DISCOUNT
14653.0,2,OFFER_DISCOUNT
14654.0,1,OFFER_DISCOUNT
14669.0,1,OFFER_DISCOUNT
14670.0,1,OFFER_DISCOUNT
14671.0,1,OFFER_DISCOUNT
14672.0,1,OFFER_DISCOUNT
14674.0,1,OFFER_DISCOUNT
14677.0,1,OFFER_DISCOUNT
14678.0,1,OFFER_DISCOUNT
14683.0,1,OFFER_DISCOUNT
14685.0,1,OFFER_DISCOUNT
14694.0,1,OFFER_DISCOUNT
14695.0,1,OFFER_DISCOUNT
14706.0,1,OFFER_DISCOUNT
14717.0,1,OFFER_DISCOUNT
14722.0,2,OFFER_DISCOUNT
14724.0,1,OFFER_DISCOUNT
14726.0,1,OFFER_DISCOUNT
14727.0,1,OFFER_DISCOUNT
14736.0,2,OFFER_DISCOUNT
14738.0,1,OFFER_DISCOUNT
14743.0,1,OFFER_DISCOUNT
14745.0,2,OFFER_DISCOUNT
14749.0,2,OFFER_DISCOUNT
14750.0,1,OFFER_DISCOUNT
14751.0,1,OFFER_DISCOUNT
14753.0,2,OFFER_DISCOUNT
14762.0,1,OFFER_DISCOUNT
14763.0,1,OFFER_DISCOUNT
14767.0,2,OFFER_DISCOUNT
14770.0,2,OFFER_DISCOUNT
14771.0,1,OFFER_DISCOUNT
14773.0,1,OFFER_DISCOUNT
14774.0,1,OFFER_DISCOUNT
14783.0,1,OFFER_DISCOUNT
14786.0,1,OFFER_DISCOUNT
14787.0,2,OFFER_DISCOUNT
14788.0,1,OFFER_DISCOUNT
14791.0,1,OFFER_DISCOUNT
14793.0,1,OFFER_DISCOUNT
14797.0,2,OFFER_DISCOUNT
14799.0,1,OFFER_DISCOUNT
14809.0,1,OFFER_DISCOUNT
14812.0,1,OFFER_DISCOUNT
14814.0,1,OFFER_DISCOUNT
14818.0,2,OFFER_DISCOUNT
14819.0,2,OFFER_DISCOUNT
14822.0,2,OFFER_DISCOUNT
14826.0,1,OFFER_DISCOUNT
14827.0,1,OFFER_DISCOUNT
14831.0,1,OFFER_DISCOUNT
14832.0,1,OFFER_DISCOUNT
14833.0,2,OFFER_DISCOUNT
14835.0,1,OFFER_DISCOUNT
14840.0,1,OFFER_DISCOUNT
14845.0,1,OFFER_DISCOUNT
14851.0,1,OFFER_DISCOUNT
14855.0,2,OFFER_DISCOUNT
14858.0,2,OFFER_DISCOUNT
14859.0,1,OFFER_DISCOUNT
14864.0,1,OFFER_DISCOUNT
14871.0,2,OFFER_DISCOUNT
14872.0,2,OFFER_DISCOUNT
14873.0,1,OFFER_DISCOUNT
14874.0,1,OFFER_DISCOUNT
14876.0,1,OFFER_DISCOUNT
14879.0,1,OFFER_DISCOUNT
14884.0,1,OFFER_DISCOUNT
14890.0,1,OFFER_DISCOUNT
14892.0,1,OFFER_DISCOUNT
14893.0,1,OFFER_DISCOUNT
14900.0,1,OFFER_DISCOUNT
14908.0,2,OFFER_DISCOUNT
14914.0,1,OFFER_DISCOUNT
14917.0,1,OFFER_DISCOUNT
14919.0,1,OFFER_DISCOUNT
14920.0,1,OFFER_DISCOUNT
14924.0,1,OFFER_DISCOUNT
14925.0,1,OFFER_DISCOUNT
14928.0,1,OFFER_DISCOUNT
14935.0,1,OFFER_DISCOUNT
14938.0,2,OFFER_DISCOUNT
14939.0,1,OFFER_DISCOUNT
14941.0,1,OFFER_DISCOUNT
14943.0,1,OFFER_DISCOUNT
14949.0,2,OFFER_DISCOUNT
14954.0,1,OFFER_DISCOUNT
14955.0,1,OFFER_DISCOUNT
14957.0,1,OFFER_DISCOUNT
14958.0,1,OFFER_DISCOUNT
14962.0,1,OFFER_DISCOUNT
14968.0,2,OFFER_DISCOUNT
14969.0,1,OFFER_DISCOUNT
14977.0,1,OFFER_DISCOUNT
14979.0,1,OFFER_DISCOUNT
14980.0,1,OFFER_DISCOUNT
14982.0,1,OFFER_DISCOUNT
14983.0,1,OFFER_DISCOUNT
14989.0,1,OFFER_DISCOUNT
14990.0,1,OFFER_DISCOUNT
14993.0,1,OFFER_DISCOUNT
14996.0,2,OFFER_DISCOUNT
14997.0,1,OFFER_DISCOUNT
14999.0,1,OFFER_DISCOUNT
15003.0,0,OFFER_DISCOUNT
15008.0,2,OFFER_DISCOUNT
15013.0,0,OFFER_DISCOUNT
15015.0,0,OFFER_DISCOUNT
15022.0,1,OFFER_DISCOUNT
15025.0,1,OFFER_DISCOUNT
15029.0,1,OFFER_DISCOUNT
15040.0,1,OFFER_DISCOUNT
15042.0,1,OFFER_DISCOUNT
15043.0,2,OFFER_DISCOUNT
15055.0,2,OFFER_DISCOUNT
15056.0,1,OFFER_DISCOUNT
15072.0,2,OFFER_DISCOUNT
15076.0,2,OFFER_DISCOUNT
15077.0,2,OFFER_DISCOUNT
15082.0,1,OFFER_DISCOUNT
15085.0,1,OFFER_DISCOUNT
15086.0,1,OFFER_DISCOUNT
15091.0,2,OFFER_DISCOUNT
15094.0,2,OFFER_DISCOUNT
15097.0,1,OFFER_DISCOUNT
15102.0,1,OFFER_DISCOUNT
15109.0,1,OFFER_DISCOUNT
15112.0,1,OFFER_DISCOUNT
15115.0,1,OFFER_DISCOUNT
15124.0,2,OFFER_DISCOUNT
15125.0,2,OFFER_DISCOUNT
15126.0,1,OFFER_DISCOUNT
15127.0,1,OFFER_DISCOUNT
15135.0,1,OFFER_DISCOUNT
15137.0,1,OFFER_DISCOUNT
15141.0,2,OFFER_DISCOUNT
15149.0,1,OFFER_DISCOUNT
15150.0,2,OFFER_DISCOUNT
15152.0,1,OFFER_DISCOUNT
15154.0,2,OFFER_DISCOUNT
15157.0,1,OFFER_DISCOUNT
15162.0,1,OFFER_DISCOUNT
15166.0,2,OFFER_DISCOUNT
15176.0,1,OFFER_DISCOUNT
15183.0,1,OFFER_DISCOUNT
15186.0,2,OFFER_DISCOUNT
15188.0,1,OFFER_DISCOUNT
15191.0,2,OFFER_DISCOUNT
15200.0,2,OFFER_DISCOUNT
15209.0,1,OFFER_DISCOUNT
15216.0,1,OFFER_DISCOUNT
15217.0,1,OFFER_DISCOUNT
15219.0,1,OFFER_DISCOUNT
15222.0,2,OFFER_DISCOUNT
15223.0,1,OFFER_DISCOUNT
15224.0,1,OFFER_DISCOUNT
