Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,churn,frequency_decay,recency_cliff,segment,dbscan_cluster,gmm_segment,segment_probability
12529.0,158,23,311.78000000000003,2,2,2,222,1,0.1446540880503144,1,1,0,2,0.9989608751014868
12530.0,45,94,2066.23,3,4,5,345,0,2.0434782608695654,0,2,0,0,0.5985711405980491
12531.0,316,116,1773.83,1,4,4,144,1,0.3659305993690852,1,1,0,1,0.9999999716101633
12533.0,254,90,1149.99,1,4,4,144,1,0.3529411764705882,1,1,0,1,0.9798321772837183
12537.0,44,43,732.94,3,3,3,333,0,0.9555555555555556,0,2,0,0,0.8278289747688502
12538.0,14,13,276.5,5,1,2,512,0,0.8666666666666667,0,2,0,2,0.6304433847970693
12539.0,86,231,5646.400000000001,2,5,5,255,0,2.655172413793104,1,0,0,1,0.99904180546123
12540.0,14,294,8798.25,5,5,5,555,0,19.6,0,0,0,1,0.9541532335121662
12542.0,120,45,423.38,2,3,2,232,1,0.371900826446281,1,2,0,2,0.9025747257560455
12543.0,84,43,980.25,2,3,4,234,0,0.5058823529411764,1,2,0,0,0.9581447539965964
12547.0,136,13,175.78,2,1,1,211,1,0.0948905109489051,1,2,0,2,0.9969644003128476
12549.0,211,49,1575.68,1,3,4,134,1,0.2311320754716981,1,1,0,1,0.9997034868846986
12553.0,21,48,896.57,4,3,3,433,0,2.1818181818181817,0,2,0,0,0.9068955467478896
12554.0,84,26,468.5,2,2,2,222,0,0.3058823529411765,1,2,0,2,0.8041884441557332
12555.0,318,1,129.23,1,1,1,111,1,0.0031347962382445,1,1,0,2,0.9995963440229312
12557.0,7,25,6725.18,5,2,5,525,0,3.125,0,2,0,1,0.6116715351145479
12562.0,21,39,1185.18,4,3,4,434,0,1.7727272727272727,0,2,0,0,0.8850486304013395
12563.0,44,13,249.24,3,1,2,312,0,0.2888888888888888,0,2,0,2,0.653786977267894
12567.0,3,195,4278.88,5,5,5,555,0,48.75,0,0,0,5,0.9748685287311367
12568.0,280,5,70.0,1,1,1,111,1,0.0177935943060498,1,1,0,2,0.9994144037428573
12570.0,318,1,77.52,1,1,1,111,1,0.0031347962382445,1,1,0,2,0.9996106772239226
12573.0,17,91,556.87,4,4,3,443,0,5.055555555555555,0,2,0,0,0.6611320464727722
12575.0,93,38,622.8199999999999,2,3,3,233,1,0.4042553191489361,1,2,0,2,0.6934308392181036
12576.0,28,58,776.89,4,3,3,433,0,2.0,0,2,0,0,0.9172009697976388
12577.0,17,155,995.95,4,5,4,454,0,8.61111111111111,0,2,0,5,0.9914645390625382
12578.0,21,61,1819.09,4,3,4,434,0,2.772727272727273,0,2,0,5,0.5159635093421844
12580.0,212,34,637.2,1,3,3,133,1,0.1596244131455399,1,1,0,2,0.9977082617986243
12582.0,58,81,1469.04,3,4,4,344,0,1.3728813559322033,0,2,0,0,0.9738566085003496
12583.0,9,220,7157.56,5,5,5,555,0,22.0,0,0,0,1,0.7945488357639824
12586.0,4,84,1848.73,5,4,4,544,0,16.8,0,2,0,0,0.5041970208416436
12588.0,35,38,724.08,4,3,3,433,0,1.0555555555555556,0,2,0,0,0.7954581085880518
12589.0,50,177,2447.49,3,5,5,355,0,3.4705882352941178,0,2,0,5,0.955702396872883
12590.0,137,2,-7.9,2,1,1,211,1,0.0144927536231884,1,2,0,2,0.9957677011215536
12591.0,26,43,899.3,4,3,3,433,0,1.5925925925925926,0,2,0,0,0.9103814003907026
12592.0,155,66,715.02,2,4,3,243,1,0.4230769230769231,1,1,0,2,0.8353878731312226
12594.0,14,83,1724.29,5,4,4,544,0,5.533333333333333,0,2,0,0,0.6193053165619418
12595.0,140,19,299.02,2,2,2,222,1,0.1347517730496454,1,2,0,2,0.997515436899786
12598.0,71,78,1411.99,2,4,4,244,0,1.0833333333333333,1,2,0,0,0.993278888854424
12599.0,17,71,1264.14,4,4,4,444,0,3.9444444444444446,0,2,0,0,0.8761978019031772
12600.0,7,75,2374.75,5,4,5,545,0,9.375,0,2,0,5,0.9580180769783753
12601.0,40,6,104.2,3,1,1,311,0,0.1463414634146341,0,2,0,2,0.6077017210605596
12605.0,1,79,1225.45,5,4,4,544,0,39.5,0,2,0,0,0.8793688018606419
12606.0,318,1,21.0,1,1,1,111,1,0.0031347962382445,1,1,0,2,0.9995812077099889
12608.0,40,16,415.79,3,2,2,322,0,0.3902439024390244,0,2,0,2,0.5566072724758095
12609.0,10,116,2291.01,5,4,5,545,0,10.545454545454543,0,2,0,5,0.9187035526624472
12613.0,24,184,3372.54,4,5,5,455,0,7.36,0,2,0,5,0.9903988606015608
12615.0,49,173,3273.69,3,5,5,355,0,3.46,0,2,0,5,0.950333661890427
12616.0,18,23,388.1,4,2,2,422,0,1.2105263157894737,0,2,0,2,0.5703895358218377
12619.0,196,10,140.14,1,1,1,111,1,0.0507614213197969,1,1,0,2,0.9990811189310017
12621.0,1,312,10967.24,5,5,5,555,0,156.0,0,0,0,1,0.9025378458716209
12623.0,52,158,3334.74,3,5,5,355,0,2.981132075471698,0,2,0,5,0.9328480921341517
12625.0,145,97,2481.06,2,4,5,245,1,0.6643835616438356,1,2,0,1,0.9337205221296326
12629.0,21,45,1558.22,4,3,4,434,0,2.0454545454545454,0,2,0,0,0.6691628128719188
12631.0,67,155,2811.77,3,5,5,355,0,2.2794117647058822,1,2,0,5,0.6532461400288019
12632.0,156,38,738.88,2,3,3,233,1,0.2420382165605095,1,1,0,2,0.9895921337810633
12633.0,18,210,3454.58,4,5,5,455,0,11.052631578947368,0,0,0,5,0.9891466810083773
12634.0,171,20,490.0,2,2,3,223,1,0.1162790697674418,1,1,0,2,0.9984796684541011
12635.0,28,78,1241.23,4,4,4,444,0,2.689655172413793,0,2,0,0,0.8877845113950972
12636.0,374,1,141.0,1,1,1,111,1,0.0026666666666666,1,1,0,2,0.9998866357695526
12637.0,14,245,2318.41,5,5,5,555,0,16.333333333333332,0,0,0,5,0.9893131047705287
12638.0,275,9,249.8,1,1,2,112,1,0.0326086956521739,1,1,0,2,0.9994826142404407
12639.0,70,42,826.27,3,3,3,333,0,0.5915492957746479,1,2,0,0,0.8610077545841334
12643.0,21,32,4536.26,4,3,5,435,0,1.4545454545454546,0,2,0,5,0.943884426579334
12644.0,66,92,1337.63,3,4,4,344,0,1.373134328358209,1,2,0,0,0.9860109590888068
12645.0,45,89,1743.72,3,4,4,344,0,1.934782608695652,0,2,0,0,0.8398598583056266
12647.0,3,446,14012.87,5,5,5,555,0,111.5,0,0,0,1,0.6491350563095899
12648.0,70,45,778.95,3,3,3,333,0,0.6338028169014085,1,2,0,0,0.8190358259197289
12649.0,1,91,1634.99,5,4,4,544,0,45.5,0,2,0,0,0.6765876650838205
12651.0,14,23,251.3,5,2,2,522,0,1.5333333333333334,0,2,0,2,0.543021053097881
12652.0,70,3,97.05,3,1,1,311,0,0.0422535211267605,1,2,0,2,0.7830194908178852
12653.0,162,43,1950.98,2,3,4,234,1,0.263803680981595,1,1,0,1,0.9793976129495034
12655.0,59,16,261.35,3,2,2,322,0,0.2666666666666666,0,2,0,2,0.7244579283462323
12656.0,61,123,2338.06,3,4,5,345,0,1.9838709677419355,1,2,0,0,0.5752040378864846
12661.0,72,11,162.0,2,1,1,211,0,0.1506849315068493,1,2,0,2,0.8111463585269463
12662.0,9,179,3132.09,5,5,5,555,0,17.9,0,2,0,5,0.9923506904370165
12663.0,260,11,204.0,1,1,1,111,1,0.0421455938697318,1,1,0,2,0.9994844232818155
12664.0,150,8,1188.16,2,1,4,214,1,0.0529801324503311,1,1,0,1,0.8471317912252929
12665.0,53,17,239.7,3,2,2,322,0,0.3148148148148148,0,2,0,2,0.6811741540050589
12666.0,30,31,1248.42,4,2,4,424,0,1.0,0,2,0,0,0.8514894136656042
12668.0,14,378,7637.53,5,5,5,555,0,25.2,0,0,0,1,0.9536179266556196
12670.0,21,23,764.24,4,2,3,423,0,1.0454545454545454,0,2,0,0,0.8616851200500802
12671.0,242,45,2622.481,1,3,5,135,1,0.1851851851851851,1,1,0,1,0.9999999969805087
12672.0,225,15,184.6,1,2,1,121,1,0.0663716814159292,1,1,0,2,0.9993215763452261
12673.0,37,32,619.5,3,3,3,333,0,0.8421052631578947,0,2,0,0,0.6558444064988657
12675.0,189,115,934.8,1,4,3,143,1,0.6052631578947368,1,1,0,1,0.9989552046301031
12676.0,44,63,1441.7,3,4,4,344,0,1.4,0,2,0,0,0.9308976846125497
12677.0,191,23,389.3,1,2,2,122,1,0.1197916666666666,1,1,0,2,0.999199263237346
12678.0,11,214,16262.87,5,5,5,555,0,17.833333333333332,0,0,0,4,0.716198855467315
12681.0,3,848,16874.17,5,5,5,555,0,212.0,0,0,-1,4,0.9952245664140512
12682.0,1,517,11657.59,5,5,5,555,0,258.5,0,0,0,1,0.8201791977302588
12683.0,1,199,4197.51,5,5,5,555,0,99.5,0,0,0,5,0.9757295305486542
12686.0,7,7,89.14,5,1,1,511,0,0.875,0,2,0,2,0.5953235297074853
12687.0,116,126,2138.91,2,4,5,245,1,1.0769230769230769,1,2,0,0,0.6679144624244409
12691.0,56,7,134.6,3,1,1,311,0,0.1228070175438596,0,2,0,2,0.702654281454357
12692.0,273,13,110.95,1,1,1,111,1,0.0474452554744525,1,1,0,2,0.9995095606171779
12693.0,32,42,809.46,4,3,3,433,0,1.2727272727272727,0,2,0,0,0.8734044111141258
12694.0,51,47,969.78,3,3,4,334,0,0.903846153846154,0,2,0,0,0.9644464392799282
12695.0,164,32,825.02,2,3,3,233,1,0.1939393939393939,1,1,0,2,0.9731477348258548
12696.0,70,50,801.15,3,3,3,333,0,0.704225352112676,1,2,0,0,0.876009365030783
12698.0,226,16,339.75,1,2,2,122,1,0.0704845814977973,1,1,0,2,0.9992842149410643
12699.0,53,41,638.11,3,3,3,333,0,0.7592592592592593,0,2,0,0,0.7149782504074036
12701.0,165,94,1648.7,2,4,4,244,1,0.5662650602409639,1,1,0,1,0.8379378901237772
12703.0,269,62,617.48,1,4,3,143,1,0.2296296296296296,1,1,0,2,0.9780636377867361
12705.0,10,278,4739.76,5,5,5,555,0,25.27272727272728,0,0,0,5,0.9189931799260487
12706.0,318,1,-91.89,1,1,1,111,1,0.0031347962382445,1,1,0,2,0.9993113640234481
12708.0,4,162,2501.84,5,5,5,555,0,32.4,0,2,0,5,0.991242309675762
12709.0,2,331,21018.51,5,5,5,555,0,110.33333333333331,0,0,0,4,0.9853304041286572
12711.0,247,60,1339.05,1,3,4,134,1,0.2419354838709677,1,1,0,1,0.9811120440966283
12712.0,1,152,2738.03,5,5,5,555,0,76.0,0,2,0,5,0.9913757594913815
12714.0,24,437,9384.85,4,5,5,455,0,17.48,0,0,0,1,0.9984315263279866
12717.0,226,16,277.93,1,2,2,122,1,0.0704845814977973,1,1,0,2,0.999370609641359
12720.0,5,174,2334.6,5,5,5,555,0,29.0,0,2,0,5,0.9926710288905554
12721.0,1,90,1277.7,5,4,4,544,0,45.0,0,2,0,0,0.8168305777443876
12724.0,19,76,1286.11,4,4,4,444,0,3.8,0,2,0,0,0.8629374034561669
12725.0,7,106,2266.76,5,4,5,545,0,13.25,0,2,0,5,0.8935455864223546
12726.0,23,55,1405.5,4,3,4,434,0,2.2916666666666665,0,2,0,0,0.8408123504854218
12727.0,78,64,1698.8300000000002,2,4,4,244,0,0.810126582278481,1,2,0,0,0.9889719881219768
12728.0,19,15,233.84,4,2,2,422,0,0.75,0,2,0,2,0.6117741996663988
12730.0,157,47,829.25,2,3,3,233,1,0.2974683544303797,1,1,0,2,0.9728218205459339
12731.0,78,119,6879.8,2,4,5,245,0,1.5063291139240509,1,2,0,1,0.9997212549580263
12733.0,25,140,1942.87,4,5,4,454,0,5.384615384615385,0,2,0,5,0.9101966849839109
12734.0,10,15,529.25,5,2,3,523,0,1.3636363636363635,0,2,0,0,0.5696626255809161
12737.0,134,2,3710.5,2,1,5,215,1,0.0148148148148148,1,2,0,1,0.9999999897525029
12738.0,8,11,155.35,5,1,1,511,0,1.2222222222222223,0,2,0,2,0.6239125321894822
12739.0,21,51,1713.69,4,3,4,434,0,2.3181818181818183,0,2,0,0,0.5358581431347086
12741.0,165,16,406.07,2,2,2,222,1,0.0963855421686747,1,1,0,2,0.9987601190048996
12742.0,235,68,1185.02,1,4,4,144,1,0.288135593220339,1,1,0,1,0.7320370777489561
12744.0,95,117,4037.77,2,4,5,245,1,1.21875,1,2,0,1,0.997608012886848
12745.0,122,23,925.41,2,2,3,223,1,0.1869918699186991,1,2,0,0,0.8051335710027311
12746.0,163,20,230.85,2,2,2,222,1,0.1219512195121951,1,1,0,2,0.9990583421185232
12747.0,5,162,4968.58,5,5,5,555,0,27.0,0,2,0,5,0.9425425265744131
12748.0,1,2665,20898.03,5,5,5,555,0,1332.5,0,3,-1,4,1.0
12749.0,21,167,2460.29,4,5,5,455,0,7.590909090909091,0,2,0,5,0.992312417206005
12751.0,80,62,268.27,2,4,2,242,0,0.7654320987654321,1,2,0,0,0.9890234501227312
12755.0,1,111,4203.15,5,4,5,545,0,55.5,0,2,0,5,0.976798014823088
12758.0,95,220,6987.41,2,5,5,255,1,2.2916666666666665,1,0,0,1,0.9999950947063139
12759.0,22,207,3489.3,4,5,5,455,0,9.0,0,2,0,5,0.9882670171137629
12760.0,91,21,347.8,2,2,2,222,1,0.2282608695652173,1,2,0,2,0.9017980853646094
12761.0,93,27,782.95,2,2,3,223,1,0.2872340425531915,1,2,0,0,0.6882305958353566
12763.0,5,16,320.08,5,2,2,522,0,2.6666666666666665,0,2,0,2,0.6579959409811594
12765.0,108,68,1404.58,2,4,4,244,1,0.6238532110091743,1,2,0,0,0.9847876037504063
12766.0,2,149,3036.8,5,5,5,555,0,49.66666666666666,0,2,0,5,0.9922600222965173
12767.0,11,43,949.82,5,3,4,534,0,3.583333333333333,0,2,0,0,0.9119629958993861
12768.0,67,20,3.552713678800501e-15,3,2,1,321,0,0.2941176470588235,1,2,0,0,0.5575300817037653
12770.0,35,25,1624.5,4,2,4,424,0,0.6944444444444444,0,2,0,5,0.575848883426549
12771.0,100,16,262.5,2,2,2,222,1,0.1584158415841584,1,2,0,2,0.9511654172537082
12773.0,200,12,1.7763568394002505e-15,1,1,1,111,1,0.0597014925373134,1,1,0,2,0.9981054997604708
12774.0,171,6,98.7,2,1,1,211,1,0.0348837209302325,1,1,0,2,0.9987967267794111
12775.0,24,15,300.08,4,2,2,422,0,0.6,0,2,0,2,0.6100962010370107
12776.0,303,4,55.5,1,1,1,111,1,0.0131578947368421,1,1,0,2,0.9995660196621143
12777.0,93,26,519.45,2,2,3,223,1,0.2765957446808511,1,2,0,2,0.8400561339734105
12778.0,32,64,953.45,4,4,4,444,0,1.93939393939394,0,2,0,0,0.9386164167398127
12779.0,7,136,2538.06,5,5,5,555,0,17.0,0,2,0,5,0.9822106592852192
12780.0,234,20,337.4,1,2,2,122,1,0.0851063829787234,1,1,0,2,0.9994093087993597
12782.0,10,134,2252.7200000000003,5,5,5,555,0,12.181818181818182,0,2,0,5,0.9508396027862039
12784.0,165,72,1230.33,2,4,4,244,1,0.4337349397590361,1,1,0,1,0.6730355369087411
12785.0,171,43,773.6,2,3,3,233,1,0.25,1,1,0,2,0.9908401561360212
12786.0,245,18,728.5,1,2,3,123,1,0.073170731707317,1,1,0,2,0.9751639759419661
12787.0,49,25,395.52,3,2,2,322,0,0.5,0,2,0,2,0.597327998029384
12788.0,99,26,444.9,2,2,2,222,1,0.26,1,2,0,2,0.9130175637203445
12789.0,148,4,181.5,2,1,1,211,1,0.0268456375838926,1,1,0,2,0.9981343190661178
12790.0,43,19,238.53,3,2,2,322,0,0.4318181818181818,0,2,0,2,0.6142570288026
12791.0,9,30,585.15,5,2,3,523,0,3.0,0,2,0,0,0.5558036775863167
