Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,churn,frequency_decay,recency_cliff,segment,dbscan_cluster
12744.0,95,117,4037.77,2,4,5,245,1,1.21875,1,2,0
12745.0,122,23,925.41,2,2,3,223,1,0.1869918699186991,1,2,0
12746.0,163,20,230.85,2,2,2,222,1,0.1219512195121951,1,1,0
12747.0,5,162,4968.58,5,5,5,555,0,27.0,0,2,0
12748.0,1,2665,20898.03,5,5,5,555,0,1332.5,0,3,-1
12749.0,21,167,2460.29,4,5,5,455,0,7.590909090909091,0,2,0
12751.0,80,62,268.27,2,4,2,242,0,0.7654320987654321,1,2,0
12755.0,1,111,4203.15,5,4,5,545,0,55.5,0,2,0
12758.0,95,220,6987.41,2,5,5,255,1,2.2916666666666665,1,0,0
12759.0,22,207,3489.3,4,5,5,455,0,9.0,0,2,0
12760.0,91,21,347.8,2,2,2,222,1,0.2282608695652173,1,2,0
12761.0,93,27,782.95,2,2,3,223,1,0.2872340425531915,1,2,0
12763.0,5,16,320.08,5,2,2,522,0,2.6666666666666665,0,2,0
12765.0,108,68,1404.58,2,4,4,244,1,0.6238532110091743,1,2,0
12766.0,2,149,3036.8,5,5,5,555,0,49.66666666666666,0,2,0
12767.0,11,43,949.82,5,3,4,534,0,3.583333333333333,0,2,0
12768.0,67,20,3.552713678800501e-15,3,2,1,321,0,0.2941176470588235,1,2,0
12770.0,35,25,1624.5,4,2,4,424,0,0.6944444444444444,0,2,0
12771.0,100,16,262.5,2,2,2,222,1,0.1584158415841584,1,2,0
12773.0,200,12,1.7763568394002505e-15,1,1,1,111,1,0.0597014925373134,1,1,0
12774.0,171,6,98.7,2,1,1,211,1,0.0348837209302325,1,1,0
12775.0,24,15,300.08,4,2,2,422,0,0.6,0,2,0
12776.0,303,4,55.5,1,1,1,111,1,0.0131578947368421,1,1,0
12777.0,93,26,519.45,2,2,3,223,1,0.2765957446808511,1,2,0
12778.0,32,64,953.45,4,4,4,444,0,1.93939393939394,0,2,0
12779.0,7,136,2538.06,5,5,5,555,0,17.0,0,2,0
12780.0,234,20,337.4,1,2,2,122,1,0.0851063829787234,1,1,0
12782.0,10,134,2252.7200000000003,5,5,5,555,0,12.181818181818182,0,2,0
12784.0,165,72,1230.33,2,4,4,244,1,0.4337349397590361,1,1,0
12785.0,171,43,773.6,2,3,3,233,1,0.25,1,1,0
12786.0,245,18,728.5,1,2,3,123,1,0.073170731707317,1,1,0
12787.0,49,25,395.52,3,2,2,322,0,0.5,0,2,0
12788.0,99,26,444.9,2,2,2,222,1,0.26,1,2,0
12789.0,148,4,181.5,2,1,1,211,1,0.0268456375838926,1,1,0
12790.0,43,19,238.53,3,2,2,322,0,0.4318181818181818,0,2,0
12791.0,9,30,585.15,5,2,3,523,0,3.0,0,2,0
12792.0,170,23,413.34,2,2,2,222,1,0.1345029239766081,1,1,0
12793.0,7,27,471.85,5,2,3,523,0,3.375,0,2,0
12796.0,264,7,381.0,1,1,2,112,1,0.0264150943396226,1,1,0
12797.0,1,32,531.28,5,3,3,533,0,16.0,0,2,0
12798.0,57,25,1533.89,3,2,4,324,0,0.4310344827586206,0,2,0
12799.0,165,15,219.35,2,2,1,221,1,0.0903614457831325,1,1,0
12800.0,106,34,584.25,2,3,3,233,1,0.3177570093457944,1,2,0
12801.0,113,51,1031.87,2,3,4,234,1,0.4473684210526316,1,2,0
12802.0,78,114,1937.84,2,4,4,244,0,1.4430379746835442,1,2,0
12803.0,29,55,1092.81,4,3,4,434,0,1.8333333333333333,0,2,0
12804.0,101,67,327.02,2,4,2,242,1,0.6568627450980392,1,2,0
12805.0,17,58,1434.95,4,3,4,434,0,3.2222222222222223,0,2,0
12806.0,71,67,2878.96,2,4,5,245,0,0.9305555555555556,1,2,0
12807.0,18,18,269.95,4,2,2,422,0,0.9473684210526316,0,2,0
12808.0,4,26,422.45,5,2,2,522,0,5.2,0,2,0
12809.0,189,63,1220.98,1,4,4,144,1,0.331578947368421,1,1,0
12810.0,170,32,534.99,2,3,3,233,1,0.1871345029239766,1,1,0
12811.0,14,25,519.05,5,2,3,523,0,1.6666666666666667,0,2,0
12813.0,137,45,1687.8,2,3,4,234,1,0.3260869565217391,1,2,0
12817.0,35,21,524.94,4,2,3,423,0,0.5833333333333334,0,2,0
12819.0,94,19,540.52,2,2,3,223,1,0.2,1,2,0
12820.0,33,104,1705.6,4,4,4,444,0,3.0588235294117645,0,2,0
12821.0,247,7,128.07999999999998,1,1,1,111,1,0.0282258064516129,1,1,0
12823.0,30,13,4742.0,4,1,5,415,0,0.4193548387096774,0,2,0
12825.0,157,24,518.63,2,2,3,223,1,0.1518987341772152,1,1,0
12826.0,1,77,1460.57,5,4,4,544,0,38.5,0,2,0
12829.0,186,8,92.3,1,1,1,111,1,0.0427807486631016,1,1,0
12831.0,99,13,236.06,2,1,2,212,1,0.13,1,2,0
12835.0,54,630,6018.67,3,5,5,355,0,11.454545454545457,0,0,0
12836.0,25,243,3933.61,4,5,5,455,0,9.346153846153848,0,0,0
12837.0,205,80,554.31,1,4,3,143,1,0.3883495145631068,1,1,0
12838.0,9,304,2692.9,5,5,5,555,0,30.4,0,0,0
12839.0,3,270,4344.21,5,5,5,555,0,67.5,0,0,0
12840.0,73,65,1299.6,2,4,4,244,0,0.8783783783783784,1,2,0
12841.0,5,283,3514.08,5,5,5,555,0,47.16666666666666,0,0,0
12842.0,40,14,799.0,3,1,3,313,0,0.3414634146341463,0,2,0
12843.0,18,122,4664.85,4,4,5,445,0,6.421052631578948,0,2,0
12844.0,78,51,322.64,2,3,2,232,0,0.6455696202531646,1,2,0
12846.0,318,1,15.58,1,1,1,111,1,0.0031347962382445,1,1,0
12847.0,23,35,765.36,4,3,3,433,0,1.4583333333333333,0,2,0
12848.0,311,16,208.0,1,2,1,121,1,0.0512820512820512,1,1,0
12849.0,17,97,2039.67,4,4,4,444,0,5.388888888888889,0,2,0
12850.0,81,2,330.0,2,1,2,212,0,0.024390243902439,1,2,0
12851.0,113,30,148.95,2,2,1,221,1,0.2631578947368421,1,2,0
12853.0,57,73,1846.8,3,4,4,344,0,1.2586206896551724,0,2,0
12854.0,197,160,1633.22,1,5,4,154,1,0.8080808080808081,1,1,0
12855.0,8,67,612.84,5,4,3,543,0,7.444444444444445,0,2,0
12857.0,72,76,2577.85,2,4,5,245,0,1.0410958904109588,1,2,0
12858.0,19,50,151.73,4,3,1,431,0,2.5,0,2,0
12859.0,94,21,575.1,2,2,3,223,1,0.2210526315789473,1,2,0
12860.0,329,17,55.47,1,2,1,121,1,0.0515151515151515,1,1,0
12861.0,255,4,68.25,1,1,1,111,1,0.015625,1,1,0
12862.0,61,133,1008.32,3,5,4,354,0,2.1451612903225805,1,2,0
12863.0,15,43,2271.35,5,3,5,535,0,2.6875,0,2,0
12864.0,144,4,152.45,2,1,1,211,1,0.0275862068965517,1,2,0
12865.0,14,100,1755.24,5,4,4,544,0,6.666666666666667,0,2,0
12866.0,110,37,668.23,2,3,3,233,1,0.3333333333333333,1,2,0
12867.0,33,525,3876.47,4,5,5,455,0,15.441176470588236,0,0,0
12868.0,9,39,640.0,5,3,3,533,0,3.9,0,2,0
12869.0,317,37,337.67,1,3,2,132,1,0.1163522012578616,1,1,0
12870.0,2,95,1662.05,5,4,4,544,0,31.666666666666668,0,2,0
12871.0,75,7,363.38,2,1,2,212,0,0.0921052631578947,1,2,0
12872.0,1,372,3078.37,5,5,5,555,0,186.0,0,0,0
12873.0,33,31,1653.3,4,2,4,424,0,0.9117647058823528,0,2,0
12874.0,21,49,933.42,4,3,3,433,0,2.227272727272727,0,2,0
12875.0,107,6,1013.76,2,1,4,214,1,0.0555555555555555,1,2,0
12876.0,30,86,1850.57,4,4,4,444,0,2.774193548387097,0,2,0
12877.0,37,123,1419.4,3,4,4,344,0,3.236842105263158,0,2,0
12880.0,17,36,640.13,4,3,3,433,0,2.0,0,2,0
12887.0,19,13,222.4,4,1,1,411,0,0.65,0,2,0
12889.0,17,27,365.66,4,2,2,422,0,1.5,0,2,0
12890.0,23,57,336.8,4,3,2,432,0,2.375,0,2,0
12891.0,94,9,488.5,2,1,3,213,1,0.0947368421052631,1,2,0
12892.0,32,18,263.38,4,2,2,422,0,0.5454545454545454,0,2,0
12894.0,211,21,157.35,1,2,1,121,1,0.0990566037735849,1,1,0
12896.0,366,1,-29.75,1,1,1,111,1,0.0027247956403269,1,1,0
12897.0,17,10,297.75,4,1,2,412,0,0.5555555555555556,0,2,0
12898.0,99,32,310.96000000000004,2,3,2,232,1,0.32,1,2,0
12899.0,49,17,366.4,3,2,2,322,0,0.34,0,2,0
12900.0,58,13,340.33,3,1,2,312,0,0.2203389830508474,0,2,0
12903.0,64,41,833.53,3,3,3,333,0,0.6307692307692307,1,2,0
12905.0,212,55,1011.82,1,3,4,134,1,0.2582159624413145,1,1,0
12907.0,31,29,440.36,4,2,2,422,0,0.90625,0,2,0
12908.0,16,3,1026.0,4,1,4,414,0,0.1764705882352941,0,2,0
